actual,pred,alive,title,male,culture,dateOfBirth,house,book1,book2,book3,book4,book5,isMarried,isNoble,numDeadRelations,boolDeadRelations,isPopular,popularity,target
1,1,0.985,Other,0,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.0133779264214046,0
1,1,0.822,Other,0,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0033444816053511,0
1,0,0.31,Other,1,Other,249.0,Other,1,1,1,1,1,1,1,0,0,0,0.274247491638795,0
1,1,0.743,Other,0,Other,268.0,Other,0,0,1,1,1,1,1,0,0,0,0.17391304347826,0
0,1,0.699,Other,0,Other,295.0,Other,0,0,0,0,1,0,0,0,0,0,0.0434782608695652,1
0,1,0.813,Other,1,Other,291.0,Other,0,0,0,0,0,0,0,0,0,0,0.0,1
1,1,0.923,Other,1,Other,268.0,Other,0,0,1,1,0,1,1,0,0,0,0.130434782608695,0
1,1,0.627,Other,0,Other,299.0,Other,0,0,1,1,1,0,0,0,0,0,0.0769230769230769,0
0,1,0.702,Other,1,Other,268.0,Other,0,0,1,1,0,0,1,0,0,0,0.0267558528428093,1
1,1,0.998,Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0167224080267558,0
0,0,0.089,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.250836120401337,1
0,0,0.437,Other,1,Other,268.0,Other,1,0,0,0,0,0,1,0,0,0,0.0635451505016722,1
1,0,0.199,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0267558528428093,0
0,1,0.822,Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,0.057,Other,1,Other,26.0,Other,0,0,0,0,0,1,1,0,0,0,0.0,1
1,1,0.983,Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0133779264214046,0
1,1,0.717,Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0501672240802675,0
1,1,0.767,Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0133779264214046,0
1,0,0.016,Other,1,Other,300.0,Other,0,0,0,1,1,0,0,0,0,0,0.0501672240802675,0
0,0,0.22,Other,1,Other,268.0,Other,0,1,1,0,0,0,1,0,0,0,0.0869565217391304,1
1,1,0.761,Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0167224080267558,0
1,1,0.74,Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0033444816053511,0
1,1,0.955,Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0735785953177257,0
1,1,0.759,Other,1,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0133779264214046,0
1,1,0.963,Other,1,Other,268.0,Other,1,0,0,1,0,0,0,0,0,0,0.0167224080267558,0
1,0,0.498,Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0133779264214046,0
0,0,0.215,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0267558528428093,1
1,1,0.702,Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0033444816053511,0
1,0,0.434,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0100334448160535,0
1,1,0.809,Other,0,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0033444816053511,0
1,1,0.813,Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0100334448160535,0
1,1,0.718,Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0234113712374581,0
1,1,0.998,Other,1,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.0133779264214046,0
0,0,0.012,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.060200668896321,1
1,1,0.766,Other,0,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.0033444816053511,0
1,1,0.998,Other,1,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.0167224080267558,0
1,1,0.883,Other,1,Other,268.0,Other,1,1,1,1,1,0,0,0,0,0,0.0234113712374581,0
1,1,0.758,Other,1,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0267558528428093,0
1,1,0.823,Other,0,Other,269.0,Other,0,1,1,1,1,0,0,0,0,0,0.0869565217391304,0
1,1,0.773,Other,0,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0133779264214046,0
1,1,0.917,Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0066889632107023,0
0,0,0.066,Other,0,Other,109.0,Other,0,0,0,0,0,1,1,0,0,0,0.270903010033444,1
1,1,0.678,Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0033444816053511,0
1,1,0.724,Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0066889632107023,0
0,1,0.633,Other,1,Other,175.0,Other,0,0,1,1,0,0,1,0,0,0,0.260869565217391,1
1,1,0.835,Other,0,Other,268.0,Other,0,0,1,1,0,1,1,0,0,0,0.060200668896321,0
1,0,0.431,Other,0,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0301003344481605,0
1,1,0.99,Other,1,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0133779264214046,0
0,1,0.724,Other,1,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.020066889632107,1
1,1,0.868,Other,0,Other,279.0,Other,0,1,1,1,1,0,0,0,0,0,0.0434782608695652,0
0,0,0.288,Other,1,Other,152.0,Other,0,0,0,0,0,0,1,0,0,0,0.0167224080267558,1
1,1,0.813,Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0,0
0,0,0.397,Other,1,Other,217.0,Other,1,1,1,1,1,1,1,5,1,1,0.836120401337792,1
1,1,0.761,Other,0,Other,297.0,Other,0,1,1,1,0,0,0,0,0,0,0.0501672240802675,0
1,0,0.201,Other,0,Other,268.0,Other,0,0,1,0,1,0,0,0,0,0,0.0234113712374581,0
1,1,0.835,Other,0,Other,280.0,Other,0,0,0,1,1,0,0,0,0,0,0.0568561872909698,0
1,1,0.988,Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0133779264214046,0
1,1,0.984,Other,1,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.0133779264214046,0
1,1,0.8,Other,0,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0234113712374581,0
1,1,0.703,Other,1,Other,296.0,Other,0,1,1,1,0,0,0,0,0,0,0.0836120401337792,0
0,0,0.133,Other,1,Other,268.0,Other,1,0,1,0,0,0,1,0,0,0,0.0535117056856187,1
1,1,0.927,Other,0,Other,268.0,Other,0,1,1,1,0,0,0,0,0,0,0.0167224080267558,0
1,1,0.658,Other,0,Other,268.0,Other,0,1,1,1,1,1,0,0,0,0,0.11705685618729,0
1,1,0.988,Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0100334448160535,0
0,1,0.676,Other,1,Other,268.0,Other,1,1,1,1,1,0,0,0,0,0,0.210702341137123,1
0,0,0.078,Other,1,Other,268.0,Other,1,0,0,0,1,0,0,0,0,0,0.0869565217391304,1
1,1,0.893,Other,1,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0066889632107023,0
1,1,0.705,Other,1,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0033444816053511,0
1,0,0.047,Other,0,Other,284.0,Other,1,1,1,1,1,1,1,15,1,1,1.0,0
0,1,0.587,Other,1,Other,268.0,Other,1,1,1,1,0,0,1,0,0,1,0.364548494983277,1
0,0,0.106,Other,1,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0267558528428093,1
0,0,0.127,Other,1,Other,268.0,Other,0,0,1,0,1,0,0,0,0,0,0.0568561872909698,1
1,1,0.796,Other,1,Other,268.0,Other,0,1,1,1,0,0,0,0,0,0,0.0234113712374581,0
1,1,0.926,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0,0
1,1,0.979,Other,0,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0234113712374581,0
1,0,0.463,Other,0,Other,276.0,Other,1,1,1,1,1,0,1,0,0,1,0.57190635451505,0
1,1,0.793,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0,0
1,1,0.813,Other,1,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0434782608695652,0
1,1,0.735,Other,1,Other,268.0,Other,0,1,1,1,1,1,0,1,1,0,0.11705685618729,0
0,0,0.096,Other,1,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0334448160535117,1
1,1,0.76,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0100334448160535,0
0,0,0.263,Other,0,Other,156.0,Other,0,0,0,0,0,0,0,0,0,0,0.0301003344481605,1
1,0,0.4,Other,1,Other,268.0,Other,0,0,0,0,1,0,1,0,0,0,0.0301003344481605,0
1,1,0.702,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0066889632107023,0
1,1,0.986,Other,0,Other,268.0,Other,0,0,1,1,0,0,1,0,0,0,0.020066889632107,0
1,1,0.991,Other,0,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0100334448160535,0
1,1,0.92,Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.020066889632107,0
1,0,0.277,Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0334448160535117,0
0,1,0.803,Other,0,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0066889632107023,1
1,1,0.712,Other,1,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0033444816053511,0
0,1,0.795,Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0133779264214046,1
1,1,0.988,Other,0,Other,260.0,Other,0,0,0,1,0,0,0,0,0,0,0.0167224080267558,0
1,0,0.25,Other,1,Other,268.0,Other,0,1,0,0,0,1,1,0,0,0,0.234113712374581,0
1,1,0.759,Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0133779264214046,0
1,0,0.259,Other,1,Other,278.0,Other,1,1,1,1,1,0,1,4,1,1,1.0,0
1,1,0.842,Other,1,Other,268.0,Other,0,1,1,1,1,0,1,0,0,0,0.123745819397993,0
1,0,0.477,Other,1,Other,268.0,Other,0,1,1,0,0,0,1,0,0,0,0.0434782608695652,0
1,1,0.99,Other,0,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.0133779264214046,0
1,1,0.955,Other,0,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.020066889632107,0
1,1,0.68,Other,1,Other,268.0,Other,1,1,1,1,1,1,1,0,0,0,0.150501672240802,0
1,1,0.978,Other,1,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0267558528428093,0
1,1,0.997,Other,0,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0234113712374581,0
0,0,0.06,Other,1,Other,268.0,Other,1,1,1,0,0,0,1,0,0,0,0.120401337792642,1
0,1,0.937,Other,1,Other,268.0,Other,0,1,1,1,0,0,1,0,0,0,0.0903010033444816,1
0,1,0.736,Other,1,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0301003344481605,1
0,0,0.217,Other,1,Other,88.0,Other,0,0,0,0,0,0,1,0,0,0,0.0501672240802675,1
1,1,0.687,Other,1,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0267558528428093,0
1,1,0.643,Other,1,Other,268.0,Other,1,0,0,1,1,0,1,0,0,0,0.0267558528428093,0
1,1,0.922,Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0100334448160535,0
0,0,0.01,Other,1,Other,190.0,Other,0,0,0,0,0,0,1,0,0,0,0.0234113712374581,1
0,1,0.804,Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0167224080267558,1
0,1,0.514,Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0066889632107023,1
1,1,0.52,Other,1,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.0535117056856187,0
1,1,0.94,Other,1,Other,287.0,Other,1,0,0,1,1,1,0,0,0,0,0.103678929765886,0
0,1,0.7,Other,0,Other,268.0,Other,0,1,1,1,0,0,1,0,0,0,0.0367892976588628,1
1,1,0.726,Other,0,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0234113712374581,0
1,1,0.982,Other,1,Other,268.0,Other,0,0,0,0,1,0,1,0,0,0,0.0033444816053511,0
0,1,0.783,Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.060200668896321,1
1,1,0.988,Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0033444816053511,0
1,1,0.997,Other,0,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0066889632107023,0
1,1,0.998,Other,0,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0066889632107023,0
0,1,0.933,Other,0,Other,283.0,Other,0,0,1,1,0,0,0,0,0,0,0.0133779264214046,1
1,1,0.677,Other,1,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0334448160535117,0
1,0,0.269,Other,1,Other,268.0,Other,0,0,0,1,0,1,1,0,0,0,0.0568561872909698,0
1,1,0.968,Other,1,Other,268.0,Other,1,1,1,1,0,0,0,0,0,0,0.0133779264214046,0
1,1,0.738,Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.167224080267558,0
1,1,0.749,Other,1,Other,259.0,Other,0,1,1,1,0,1,0,0,0,0,0.147157190635451,0
0,0,0.001,Other,1,Other,259.0,Other,1,1,1,1,1,1,1,11,1,1,0.799331103678929,1
1,1,0.773,Other,0,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0066889632107023,0
1,1,0.694,Other,0,Other,268.0,Other,1,1,1,1,1,0,0,0,0,0,0.0234113712374581,0
1,1,0.985,Other,1,Other,268.0,Other,0,0,0,1,1,1,1,0,0,0,0.0434782608695652,0
1,0,0.296,Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0434782608695652,0
1,1,0.987,Other,1,Other,268.0,Other,1,0,0,1,0,0,0,0,0,0,0.0100334448160535,0
0,1,0.535,Other,0,Other,268.0,Other,0,0,0,0,0,1,1,0,0,0,0.0936454849498327,1
0,0,0.213,Other,1,Other,283.0,Other,0,0,0,0,1,0,0,0,0,0,0.0568561872909698,1
0,0,0.074,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0301003344481605,1
1,0,0.178,Other,1,Other,244.0,Other,0,0,0,0,0,1,0,0,0,0,0.060200668896321,0
1,1,0.796,Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0234113712374581,0
1,0,0.479,Other,1,Other,268.0,Other,1,1,1,1,1,0,1,0,0,0,0.190635451505016,0
1,1,0.986,Other,0,Other,268.0,Other,0,1,1,1,0,1,0,0,0,0,0.020066889632107,0
1,1,0.95,Other,1,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.123745819397993,0
0,1,0.982,Other,0,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0167224080267558,1
0,0,0.215,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0735785953177257,1
1,0,0.365,Other,0,Other,275.0,Other,1,1,0,1,1,1,1,0,0,1,0.709030100334448,0
1,0,0.478,Other,1,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.040133779264214,0
1,0,0.303,Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0133779264214046,0
0,0,0.21,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0568561872909698,1
1,1,0.954,Other,0,Other,268.0,Other,0,0,1,1,0,0,1,0,0,0,0.123745819397993,0
1,1,0.796,Other,0,Other,268.0,Other,1,1,1,1,1,0,1,0,0,0,0.060200668896321,0
1,1,0.965,Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0033444816053511,0
1,1,0.712,Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0066889632107023,0
1,1,0.703,Other,0,Other,281.0,Other,0,0,0,1,0,0,0,0,0,0,0.0334448160535117,0
1,1,0.817,Other,0,Other,268.0,Other,0,1,1,1,1,0,0,0,0,0,0.020066889632107,0
1,1,0.741,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0,0
1,1,0.796,Other,1,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.020066889632107,0
1,1,0.817,Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0133779264214046,0
1,1,0.835,Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0,0
0,0,0.0,Other,0,Other,138.0,Other,1,0,0,0,0,1,1,12,1,0,0.220735785953177,1
1,1,0.937,Other,0,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0,0
0,1,0.945,Other,1,Other,268.0,Other,0,0,1,1,1,1,1,0,0,0,0.0869565217391304,1
1,1,0.726,Other,1,Other,268.0,Other,1,1,1,1,1,0,0,0,0,0,0.020066889632107,0
1,0,0.21,Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0334448160535117,0
1,1,0.706,Other,0,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0668896321070234,0
1,0,0.444,Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0033444816053511,0
0,0,0.019,Other,0,Other,161.0,Other,0,0,0,0,0,0,0,0,0,0,0.0133779264214046,1
1,1,0.74,Other,0,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0066889632107023,0
1,0,0.403,Other,1,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0267558528428093,0
0,1,0.646,Other,0,Other,268.0,Other,1,1,1,1,0,0,1,0,0,0,0.0501672240802675,1
0,0,0.115,Other,1,Other,298.0,Other,1,1,0,0,1,0,0,1,1,0,0.107023411371237,1
1,1,0.898,Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0468227424749163,0
1,1,0.81,Other,1,Other,290.0,Other,0,1,1,1,0,0,0,0,0,0,0.0668896321070234,0
0,1,0.813,Other,0,Other,268.0,Other,0,1,1,0,0,0,0,0,0,0,0.0167224080267558,1
1,1,0.899,Other,1,Other,268.0,Other,0,0,0,0,0,1,1,0,0,0,0.147157190635451,0
1,0,0.135,Other,0,Other,289.0,Other,1,1,1,1,1,0,0,0,0,0,0.0702341137123745,0
1,1,0.978,Other,0,Other,268.0,Other,0,1,1,1,0,1,0,0,0,0,0.0668896321070234,0
1,1,0.897,Other,0,Other,268.0,Other,0,0,1,1,0,1,1,0,0,0,0.130434782608695,0
1,1,0.842,Other,1,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0100334448160535,0
1,1,0.715,Other,1,Other,268.0,Other,0,1,1,1,1,0,1,0,0,0,0.0535117056856187,0
1,1,0.822,Other,0,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0066889632107023,0
1,1,0.797,Other,0,Other,284.0,Other,0,0,0,1,1,0,0,0,0,0,0.0702341137123745,0
0,0,0.328,Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0066889632107023,1
1,1,0.534,Other,0,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0033444816053511,0
1,1,0.816,Other,0,Other,285.0,Other,0,0,1,1,0,0,0,0,0,0,0.020066889632107,0
0,0,0.152,Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0367892976588628,1
1,1,0.859,Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0,0
0,0,0.262,Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.040133779264214,1
1,1,0.864,Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0468227424749163,0
0,0,0.075,Other,1,Other,268.0,Other,0,1,1,0,0,0,0,0,0,0,0.0234113712374581,1
1,1,0.987,Other,1,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.0066889632107023,0
0,0,0.497,Other,1,Other,281.0,Other,1,1,1,1,1,0,1,0,0,1,0.551839464882943,1
1,1,0.709,Other,1,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0334448160535117,0
1,1,0.781,Other,1,Other,268.0,Other,0,1,1,1,0,0,1,0,0,0,0.020066889632107,0
1,1,0.696,Other,0,Other,284.0,Other,1,1,1,1,1,0,0,0,0,0,0.1438127090301,0
1,1,0.796,Other,1,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.020066889632107,0
1,1,0.715,Other,0,Other,294.0,Other,0,1,1,1,0,0,0,0,0,0,0.0769230769230769,0
1,1,0.737,Other,0,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0,0
1,1,0.581,Other,1,Other,269.0,Other,1,1,1,1,1,0,1,0,0,0,0.0836120401337792,0
1,0,0.487,Other,0,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0066889632107023,0
1,0,0.245,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.040133779264214,0
1,1,0.96,Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0334448160535117,0
1,1,0.909,Other,0,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0,0
1,1,0.718,Other,1,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0066889632107023,0
1,0,0.404,Other,0,Other,268.0,Other,0,1,1,1,0,1,0,0,0,0,0.060200668896321,0
1,1,0.537,Other,1,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0,0
1,1,0.717,Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0234113712374581,0
1,1,0.751,Other,0,Other,282.0,Other,0,1,1,1,0,1,1,0,0,0,0.237458193979933,0
1,1,0.585,Other,0,Other,268.0,Other,0,0,1,1,1,1,1,0,0,0,0.020066889632107,0
1,1,0.996,Other,0,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0066889632107023,0
0,1,0.961,Other,1,Other,268.0,Other,0,1,1,1,0,0,1,0,0,0,0.060200668896321,1
0,0,0.132,Other,1,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0434782608695652,1
0,0,0.002,Other,0,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0334448160535117,1
1,1,0.759,Other,1,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.0635451505016722,0
1,0,0.055,Other,1,Other,277.0,Other,0,1,1,1,1,0,1,0,0,1,0.377926421404682,0
1,0,0.445,Other,1,Other,268.0,Other,1,1,1,1,1,1,1,0,0,1,0.364548494983277,0
1,1,0.809,Other,0,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.020066889632107,0
1,1,0.797,Other,0,Other,284.0,Other,0,0,1,1,1,1,0,0,0,0,0.157190635451505,0
0,0,0.303,Other,1,Other,268.0,Other,0,1,0,0,1,0,0,0,0,0,0.0267558528428093,1
0,1,0.719,Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0167224080267558,1
1,1,0.742,Other,1,Other,268.0,Other,1,1,1,1,1,0,1,0,0,0,0.217391304347826,0
0,1,0.76,Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0100334448160535,1
1,0,0.494,Other,1,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0,0
1,0,0.363,Other,1,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0100334448160535,0
1,0,0.053,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0,0
1,1,0.947,Other,1,Other,268.0,Other,1,1,1,1,1,0,1,0,0,0,0.150501672240802,0
1,1,0.822,Other,0,Other,287.0,Other,0,0,1,1,0,0,0,0,0,0,0.0468227424749163,0
1,1,0.974,Other,1,Other,268.0,Other,1,0,0,1,0,0,1,0,0,0,0.020066889632107,0
0,0,0.174,Other,0,Other,268.0,Other,1,1,1,1,0,0,0,0,0,0,0.0367892976588628,1
1,1,0.793,Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0033444816053511,0
1,1,0.996,Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0167224080267558,0
0,1,0.767,Other,1,Other,249.0,Other,0,0,0,0,0,0,0,0,0,0,0.0,1
1,0,0.478,Other,1,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.0301003344481605,0
1,1,0.993,Other,0,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0133779264214046,0
0,1,0.983,Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0,1
0,0,0.001,Other,1,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.0301003344481605,1
1,1,0.947,Other,1,Other,268.0,Other,1,0,1,1,1,0,1,0,0,0,0.0234113712374581,0
1,1,0.996,Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0167224080267558,0
1,1,0.76,Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0033444816053511,0
1,0,0.25,Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.120401337792642,0
1,1,0.968,Other,1,Other,161.0,Other,0,0,0,0,0,0,0,0,0,0,0.0133779264214046,1
1,1,0.741,Other,1,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.140468227424749,0
1,0,0.216,Other,1,Other,268.0,Other,0,1,1,0,0,0,1,0,0,0,0.0568561872909698,0
1,0,0.131,Other,0,Other,268.0,Other,1,1,1,0,0,0,0,0,0,0,0.0735785953177257,0
0,1,0.908,Other,0,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0133779264214046,1
0,0,0.051,Other,1,Other,268.0,Other,0,1,0,0,1,0,0,0,0,0,0.0267558528428093,1
0,0,0.001,Other,1,Other,61.0,Other,0,0,0,0,0,0,1,0,0,0,0.0702341137123745,1
1,1,0.795,Other,1,Other,295.0,Other,0,1,1,1,0,0,0,0,0,0,0.0468227424749163,0
1,0,0.172,Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0234113712374581,0
0,1,0.639,Other,0,Other,265.0,Other,0,1,1,1,1,1,0,1,1,0,0.100334448160535,1
0,1,0.566,Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0133779264214046,1
0,0,0.034,Other,1,Other,123.0,Other,0,0,0,0,0,0,1,0,0,0,0.187290969899665,1
0,1,0.702,Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0033444816053511,1
0,1,0.652,Other,1,Other,268.0,Other,1,0,0,1,1,1,1,0,0,0,0.0635451505016722,1
1,0,0.099,Other,0,Other,268.0,Other,1,1,1,0,1,1,0,0,0,0,0.0836120401337792,0
1,0,0.196,Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.020066889632107,0
0,0,0.036,Other,1,Other,268.0,Other,0,0,0,0,0,0,0,5,1,1,0.678929765886287,1
1,1,0.968,Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0167224080267558,0
1,1,0.95,Other,0,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0167224080267558,0
1,1,0.953,Other,1,Other,268.0,Other,1,0,1,1,1,0,1,0,0,0,0.0702341137123745,0
1,1,0.713,Other,0,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0501672240802675,0
1,1,0.987,Other,0,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.0066889632107023,0
