param_logisticregression__C,param_logisticregression__max_iter,param_logisticregression__class_weight,mean_test_score,mean_fit_time,mean_train_score
1.8329807108324375e-06,500,balanced,0.5162025166566452,0.020317649841308592,0.5177526703137938
4.281332398719396e-07,2000,balanced,0.5160919938581052,0.01963772773742676,0.5175525959444915
0.04832930238571752,100,balanced,0.5019752981731543,0.037560033798217776,0.5156810840535359
0.8858667904100814,2000,balanced,0.5007133782616022,0.04124922752380371,0.5191851783902239
69.51927961775591,2000,balanced,0.4981258888801673,0.04160323143005371,0.5251244729979488
