precision,recall,f1-score,support
0.876984126984127,0.6092350103376981,0.7189914599430661,1451.0
0.39552238805970147,0.7494949494949495,0.5177948360083741,495.0
0.6449126413155191,0.6449126413155191,0.6449126413155191,0.6449126413155191
0.6362532575219142,0.6793649799163238,0.6183931479757201,1946.0
0.7545156990460024,0.6449126413155191,0.6678134903399456,1946.0
