precision,recall,f1-score,support
0.8537735849056604,0.6156462585034014,0.7154150197628458,294.0
0.3651685393258427,0.6770833333333334,0.4744525547445256,96.0
0.6307692307692307,0.6307692307692307,0.6307692307692307,0.6307692307692307
0.6094710621157515,0.6463647959183674,0.5949337872536857,390.0
0.733501573686013,0.6307692307692307,0.6561011822198747,390.0
